archivo,inicio_s,fin_s,clase,theta_AF3,alpha_AF3,beta_AF3,alpha_beta_AF3,theta_T7,alpha_T7,beta_T7,alpha_beta_T7,theta_Pz,alpha_Pz,beta_Pz,alpha_beta_Pz,theta_T8,alpha_T8,beta_T8,alpha_beta_T8,theta_AF4,alpha_AF4,beta_AF4,alpha_beta_AF4,theta_prom,alpha_prom,beta_prom,alpha_beta_prom
3 (20).edf,410,420,1,3.8048156461224214e-10,8.455047490695851e-11,1.9663303850233574e-11,4.299911934990221,2.467536077268677e-10,7.558118725511857e-11,2.4837074642855542e-11,3.0430792813540837,2.1758023498181069e-10,4.848472426775613e-11,1.7335577706437845e-11,2.7968334882633044,3.500409673772492e-10,7.41779996619997e-11,2.7348292289438184e-11,2.712344846871736,3.034109192960856e-10,6.358268542037693e-11,1.5717367397296422e-11,4.045377563122557,2.9965345879885103e-10,6.927541430244196e-11,2.0980323177252314e-11,3.30192312659669
3 (20).edf,415,425,1,2.4821719780606243e-10,5.996591222895409e-11,1.4650785012150046e-11,4.093017007568109,3.5528280514731314e-10,6.422713720678385e-11,1.8606090165619042e-11,3.4519416295995873,2.395236491996877e-10,4.444544750144443e-11,1.5349617009857023e-11,2.895541137795361,2.598987489184826e-10,4.9160893422303303e-11,1.724084361930321e-11,2.8514204123550972,2.619867774144118e-10,5.435396519359111e-11,1.5092414276542293e-11,3.60140956891648,2.729818356971916e-10,5.443067111061535e-11,1.6187950016694324e-11,3.3624190249217496
3 (20).edf,420,430,1,3.878071092066124e-10,1.042670232241725e-10,1.154365700192749e-11,9.032408291996429,4.009724993612133e-10,7.488561984041965e-11,1.6008877141587752e-11,4.677755921174652,3.619622661942893e-10,7.843724075238196e-11,1.3715589848733768e-11,5.718838315919992,2.680967395644378e-10,1.0275267454549394e-10,1.1719557716638959e-11,8.767623918060474,3.6999918347275705e-10,8.432240158981287e-11,1.3065798244105808e-11,6.453673936672952,3.57767559559862e-10,8.893299199045619e-11,1.3210695990598756e-11,6.731893009554104
3 (20).edf,425,435,1,6.323898939736749e-09,1.5813953987971366e-09,2.1643553491341403e-10,7.306542335711096,6.798359511112888e-09,1.6115913483105492e-09,2.5999508415864095e-10,6.198545459141089,6.535703139899478e-09,1.4201620188651118e-09,2.1724621704978914e-10,6.537108163037126,5.230468587927615e-09,1.5424955414068011e-09,2.1864378421508024e-10,7.054833719349853,6.4585487376064135e-09,1.4651415443629612e-09,2.1690799853049328e-10,6.754668127911333,6.269395783256628e-09,1.524157170348512e-09,2.258457237734835e-10,6.748665172324431
3 (20).edf,430,440,1,4.075245501456222e-09,7.951179882539899e-10,1.4840139552111932e-10,5.357887541838075,4.293524207248189e-09,9.541940498805268e-10,1.6908197038137714e-10,5.643381418659069,4.018651186141625e-09,9.41118613388291e-10,1.5782132665879397e-10,5.96319035780866,3.9089572187177085e-09,8.443897942233367e-10,1.5867865523501232e-10,5.321382343282065,4.4322469551306975e-09,9.479099038451148e-10,1.614401221636322e-10,5.8715881228356235,4.145725013738889e-09,8.965460699182518e-10,1.5908469399198696e-10,5.635652603784815
3 (20).edf,435,445,1,6.12178733530224e-10,1.0220205352653275e-10,2.9209424843865064e-11,3.4989409778809297,6.881676878639477e-10,1.0972161283324493e-10,2.6503986087945577e-11,4.139815515642306,5.66245929129201e-10,8.936495297635915e-11,2.7574892097796027e-11,3.2408088002455613,5.861756231061694e-10,1.0950234699380174e-10,2.793964728492609e-11,3.919245861520954,6.329846800286878e-10,1.0842248793580958e-10,2.972098389904118e-11,3.6480113950503292,6.171505307316459e-10,1.0384269085314963e-10,2.8189786842714787e-11,3.6836990443574837
3 (20).edf,440,450,1,1.0268768106464844e-09,3.0376937269974506e-10,5.356972894252114e-11,5.670541529632926,1.035098391546493e-09,3.0940897965855533e-10,5.2837619596416e-11,5.855846308404527,8.391746100388616e-10,2.7661253289783453e-10,4.399512058571145e-11,6.287345715053491,9.858940732127053e-10,2.811085730371168e-10,5.660170986771318e-11,4.966432528171151,1.0050476550841232e-09,2.8217741594247115e-10,4.892326366525551e-11,5.767755354041698,9.784183081057334e-10,2.9061537484714457e-10,5.118548853152346e-11,5.677690751513763
3 (20).edf,445,455,1,3.439771843275959e-10,6.287550049410402e-11,1.4076708569842305e-11,4.466633672363396,2.761840211706787e-10,4.965092706604536e-11,1.1012333501016468e-11,4.508665403337307,2.7023196420567135e-10,4.894390900256558e-11,1.0912444454040165e-11,4.485146220785101,3.2126772503605455e-10,4.284554577919079e-11,1.1428643250664389e-11,3.748961695580096,3.469690169816768e-10,5.1342120887381043e-11,1.2547450619130172e-11,4.091836855616192,3.117259823443354e-10,5.113160064585735e-11,1.19955160789387e-11,4.262559468836225
3 (20).edf,450,460,1,5.074846036175816e-10,1.1099513484580319e-10,1.949622445057926e-11,5.6931604951083425,5.8044924368284e-10,9.268902245192435e-11,1.7208723404181163e-11,5.3861649278065515,4.865333642315837e-10,9.233022519270046e-11,1.6930886283150972e-11,5.4533604235818585,5.641124256454555e-10,1.0094340810963884e-10,2.0207259477378447e-11,4.995403172936074,5.095417347049786e-10,1.0217083967660032e-10,1.752223689063252e-11,5.830924459834315,5.296242743764878e-10,9.982572605533343e-11,1.8273066101184472e-11,5.462998136304156
3 (20).edf,455,465,1,1.492283880661876e-10,2.4928547100083703e-11,1.1910985701771134e-11,2.0929037885065123,1.2313207568367107e-10,3.224301097740429e-11,8.265527377545881e-12,3.9009018426332487,1.0253723520178326e-10,2.3821576253031745e-11,7.403556314499119e-12,3.2175856090105763,1.3358583574405698e-10,2.444508907435007e-11,9.458296689102998e-12,2.5845128227488896,1.5785921451772488e-10,2.324246921830047e-11,8.703220380947711e-12,2.670559655042258,1.3326854984268475e-10,2.573613852463406e-11,9.148317292773369e-12,2.813210091102119
3 (20).edf,460,470,1,1.1094539295635791e-10,2.1892132038565856e-11,1.4168231789330217e-11,1.545156259728355,1.637357585267199e-10,1.989886995000807e-11,1.7894068260611664e-11,1.1120372215081669,4.7283999843433256e-11,1.716584395363945e-11,8.129561586706687e-12,2.111533785746667,1.0321918791061379e-10,1.6215947045645157e-11,2.862279474880372e-11,0.5665396124996808,6.779077144734088e-11,1.6719434265122793e-11,1.076792532287282e-11,1.5527071152330527,9.859502213689317e-11,1.8378445450596263e-11,1.591651634166502e-11,1.1546776352364616
3 (20).edf,465,475,1,5.320817808345888e-11,1.9465711935903666e-11,7.346801714479205e-12,2.649549108905485,5.322017904821715e-11,1.304478076150272e-11,5.584101826457437e-12,2.3360571076438177,3.769176481564736e-11,1.782130268556804e-11,5.9649112903419525e-12,2.987689475688144,3.3562789638156756e-11,1.6486350779610443e-11,8.4068970224119e-12,1.961050639214394,5.831475935511884e-11,2.0655290533762645e-11,7.510342851773145e-12,2.750246019578994,4.71995341881198e-11,1.7494687339269502e-11,6.962610941092727e-12,2.512661914802301
3 (20).edf,470,480,1,7.313296597033328e-10,2.0496969218202843e-10,4.6116727429334496e-11,4.444584505613657,9.890201789329626e-10,1.7127529329916245e-10,6.668708025856055e-11,2.5683429629111107,6.41212489200818e-10,1.8919274592882043e-10,4.1186151866575545e-11,4.5936009399887405,8.418003152722031e-10,1.9344697780832135e-10,6.098315203557705e-11,3.1721380635665737,7.554963391087243e-10,1.9087666660082635e-10,4.2940652591995306e-11,4.445127287991153,7.917717964436082e-10,1.899522751638318e-10,5.15827528364086e-11,3.682476500745381
3 (20).edf,475,485,1,3.290598840831857e-10,1.0772025574032164e-10,2.070866094544285e-11,5.201700680894414,2.8803370189619593e-10,1.0984842890821687e-10,2.1439634303180045e-11,5.123614859975645,2.650667464508182e-10,9.525503031954043e-11,2.2443640360539776e-11,4.244188054582136,2.430531627705726e-10,1.033227024654924e-10,1.9435651385358712e-11,5.316143020723636,3.3331939337279463e-10,1.0281129231065759e-10,2.0913041901537668e-11,4.916132851199338,2.917065777147134e-10,1.0379154194884578e-10,2.0988125779211808e-11,4.945250616500907
3 (20).edf,480,490,1,4.5626446264689167e-10,9.953692239508346e-11,2.8565782960441897e-11,3.4844808046368945,6.090958040076842e-10,1.1494579950667266e-10,2.7929473589120895e-11,4.115573433200918,4.932859146443929e-10,9.696083094060921e-11,2.7837508237109594e-11,3.483100215534118,4.132857092338537e-10,7.738897595018031e-11,3.430555870538179e-11,2.2558727760361377,4.0768813827439014e-10,9.80081779924399e-11,2.8467837849522365e-11,3.4427685906635968,4.759240057614425e-10,9.73681413569971e-11,2.942123226831531e-11,3.3094515032212315
3 (20).edf,485,495,1,1.0378873865056518e-09,4.038028760530778e-10,7.435310123693222e-11,5.4308814203502696,1.3384908033388244e-09,4.996602220104764e-10,8.64367963989688e-11,5.7806425368217065,1.1054687692104381e-09,4.069840385180718e-10,7.769991083905586e-11,5.237895824115943,1.0088734455350237e-09,4.265692125370227e-10,6.736303475282427e-11,6.332393041706577,1.1062911147855716e-09,4.4520968827802986e-10,7.565421659585733e-11,5.884796754374278,1.119402303875102e-09,4.364452074793357e-10,7.63014119647277e-11,5.720014823331105
3 (20).edf,490,500,1,3.302756140868246e-10,7.287923921527753e-11,1.7518864836559986e-11,4.160043467153557,3.4767319651791676e-10,8.407751089744436e-11,1.7941522935678567e-11,4.686196996702413,2.887168594655642e-10,6.618577182759812e-11,1.7113607976319733e-11,3.8674353134172534,2.9941689621054027e-10,7.203059110151177e-11,1.782395956122369e-11,4.041222762770146,3.4844439453131535e-10,6.829988043058402e-11,1.7776778083589874e-11,3.8420843253723858,3.2290539216243227e-10,7.269459869448315e-11,1.763494667867437e-11,4.122189877806177
3 (20).edf,495,505,1,4.137566941303073e-10,8.316588825184284e-11,1.450795829675041e-11,5.73243226584618,4.610414879775314e-10,9.094906486015384e-11,1.3838354638452403e-11,6.572245562159189,3.659425916877428e-10,8.511272254521043e-11,1.5260114253097953e-11,5.577462994940009,3.886862363023512e-10,9.539326576951661e-11,1.5684816954874476e-11,6.081885816325743,4.474359533164319e-10,8.843412884831151e-11,1.501177677586802e-11,5.890983470422542,4.1537259268287294e-10,8.861101405500705e-11,1.486060418380865e-11,5.962813689066091
3 (20).edf,500,510,1,4.099321925683465e-10,7.99288106840685e-11,1.9762171842646503e-11,4.044535758543663,3.93341060635427e-10,7.930447382617757e-11,2.4406267295454403e-11,3.249348737606746,3.4677950550578706e-10,7.226634716972245e-11,1.776692384082265e-11,4.067465354001109,4.0800412786163537e-10,9.172564183740207e-11,3.265427272244002e-11,2.808993561640961,4.181978732246444e-10,7.285974712049177e-11,2.018274161198714e-11,3.610002472469754,3.952509519591681e-10,7.921700412757249e-11,2.2954475462670144e-11,3.4510483263448832
3 (20).edf,505,515,1,2.457551440160831e-09,6.901094378504435e-10,1.1877034806952522e-10,5.810452264116213,3.020337349072836e-09,7.521442762815422e-10,1.4438818530759115e-10,5.209181586978492,2.0756396492470046e-09,5.760927048807565e-10,1.0318714133393676e-10,5.582989289492875,2.5514747660754172e-09,7.493406957742349e-10,1.2480794082809103e-10,6.003950476247082,2.3334202802486534e-09,6.482683516810661e-10,1.1048982652358166e-10,5.867222097074315,2.4876846969609484e-09,6.831910932936086e-10,1.2032868841254514e-10,5.677707471981228
3 (20).edf,510,520,1,6.389087062036253e-10,1.6318495501096358e-10,3.040085818691546e-11,5.367774620296688,6.470620889306252e-10,1.7146545850390778e-10,2.9347919604743715e-11,5.842508116868107,5.823882446670211e-10,1.7325840603743939e-10,2.6846878717527606e-11,6.4535772616398654,6.287730179559794e-10,1.6976450818145213e-10,2.975470696554127e-11,5.705467319105353,6.733866928847452e-10,1.7147707911985652e-10,3.041234649559255e-11,5.638403440678525,6.341037501283992e-10,1.6983008137072388e-10,2.935254199406412e-11,5.785873039720652
3 (20).edf,515,525,1,4.032512216665236e-11,1.623898468868009e-11,5.773372079579671e-12,2.8127382861944983,1.4011454851109185e-10,1.321606864721189e-11,4.178885283797558e-12,3.1625823035758955,1.989493762498793e-11,1.270543961664074e-11,5.285316261472564e-12,2.4039128385291413,1.6134554424576857e-11,1.4006661447454963e-11,7.1496928739434e-12,1.9590577797406301,4.583833337983968e-11,1.822480753401311e-11,5.78948043065118e-12,3.147917633079079,5.2461499221429734e-11,1.487839238680016e-11,5.6353493858888746e-12,2.6401898743059675
3 (20).edf,520,530,1,8.858731061371169e-11,2.7672438391427997e-11,6.8152645068234964e-12,4.06036161380415,1.253562825434986e-10,2.5351970213845357e-11,5.535976953339912e-12,4.579493453011985,6.53951571503e-11,2.9977410511823355e-11,6.291307933436152e-12,4.764893219183194,5.7526502533870604e-11,2.982913045848904e-11,6.896619300568672e-12,4.325181535832988,8.463746035071523e-11,2.9973750500223414e-11,6.213523271490908e-12,4.823954009756424,8.430054263841922e-11,2.8560940015161835e-11,6.350538393131828e-12,4.497404510781445
3 (20).edf,525,535,1,3.095181383272564e-11,1.5236498684634353e-11,9.509186423161809e-12,1.602292562855047,2.1076998487055934e-10,2.5696317364598524e-11,8.926897647276444e-12,2.878527163626476,2.6765231420227883e-11,2.7488060146478566e-11,7.905510109631859e-12,3.4770760855757885,2.7422277649602283e-11,2.3445615238540044e-11,9.46645600789018e-12,2.476704610362991,4.06078566558486e-11,1.783264469813862e-11,9.594622443278432e-12,1.8586082780809559,6.730343288579274e-11,2.1939827226478023e-11,9.080534526247745e-12,2.416138297041858
3 (20).edf,530,540,1,1.8757561922517753e-10,3.382305403960117e-11,1.726260397509712e-11,1.9593251451747378,6.111238431704584e-10,6.042319577929156e-11,1.8057360498210367e-11,3.3461809540369973,1.638175925583418e-10,3.135592945199859e-11,1.1837198173134406e-11,2.6489316976346404,1.658433113172437e-10,3.1977890276943894e-11,1.449755628668246e-11,2.205743481494117,1.6609871637708378e-10,3.2723552565094465e-11,1.3442921508406372e-11,2.4342589923351987,2.58891816529661e-10,3.8060724422585934e-11,1.5019528088306147e-11,2.5340825756182794
3 (20).edf,535,545,1,3.592710616839792e-10,8.470325118250781e-11,4.792232705842867e-11,1.7675112287271542,8.759976334821177e-10,8.312066875517921e-11,3.547847025846423e-11,2.3428481597328394,2.1146724643797685e-10,5.1355292926817006e-11,3.100972500734339e-11,1.656102816605294,4.0048027375465894e-10,7.566353808635866e-11,4.1474028132308326e-11,1.8243595207338124,2.743517138400078e-10,6.293521287004752e-11,3.8094967328753595e-11,1.6520610800614817,4.243135858397481e-10,7.155559276418204e-11,3.8795903557059644e-11,1.8444110383700847
3 (20).edf,540,550,1,1.272740391767359e-10,2.822129946419478e-11,2.1198262582731975e-11,1.331302476042718,3.28648882521867e-10,3.448655827712224e-11,1.2977594225983783e-11,2.6573922467134268,6.232817301319525e-11,2.8397171318007165e-11,1.326319782145294e-11,2.1410501223223366,1.3434221180344274e-10,3.3263867360840714e-11,2.180505371351506e-11,1.525511828490628,9.354151632864225e-11,2.458795733823563e-11,1.5438384604870512e-11,1.5926509131323627,1.4922696456877662e-10,2.9791370751680107e-11,1.6936498589710855e-11,1.7590041172842392
3 (20).edf,545,555,1,4.328566004390791e-11,1.6348222114482115e-11,1.982224284623147e-11,0.824741288929884,1.3716211612243483e-10,1.4901034651765946e-11,1.0786724418977333e-11,1.38142350476204,3.219114163571375e-11,2.2783895357508427e-11,1.1675730676077927e-11,1.9513892525963883,6.232404803314506e-11,2.0406202258021736e-11,1.2946181766889076e-11,1.5762332574545088,4.036690708594569e-11,1.986697649908203e-11,1.5305829987432474e-11,1.2980005994705734,6.306597458422946e-11,1.8861266176172052e-11,1.4107341939121655e-11,1.336982278983902
3 (20).edf,550,560,1,5.3257549151786575e-11,1.5169261073414694e-11,2.996503920839797e-11,0.5062319781368206,1.3704532856963433e-10,2.523666100884794e-11,2.8263732999041247e-11,0.8928990735124765,2.5806835283053116e-11,1.802361352308483e-11,2.4455157074408507e-11,0.7370066554160852,9.053424659026074e-11,2.3851778947808655e-11,3.7796875014916645e-11,0.6310516130869412,4.577083315218974e-11,1.2843233736931117e-11,2.7966416757267085e-11,0.4592377296098828,7.04829585493849e-11,1.9024909658017446e-11,2.9689444210806286e-11,0.6407970968716488
3 (20).edf,555,565,1,3.463983043883837e-11,1.4524153810484844e-11,7.715016054093427e-12,1.8825824481309577,2.436660567371819e-11,1.1426876194125144e-11,6.27107062553411e-12,1.822157152496096,1.9378012752563727e-11,1.1638807863304158e-11,7.0624781027154136e-12,1.6479779043603995,1.7350836611832045e-11,1.6555297844510675e-11,7.393395397938291e-12,2.239200929132947,4.248175754633553e-11,1.7447829531191096e-11,8.559506714991972e-12,2.0384153096849884,2.7643408604657574e-11,1.4318593048723183e-11,7.400293379054643e-12,1.934868297147474
3 (20).edf,560,570,1,2.39383037793157e-10,5.399142814364959e-11,2.8054488218594185e-11,1.924520159589463,1.685104823031908e-10,3.086995043334284e-11,3.359945352414729e-11,0.9187634677200088,1.3275560408045865e-10,4.105834293822491e-11,2.6276466774433193e-11,1.5625518944645318,3.369028711699438e-10,1.2743556363824616e-10,3.1190382688747735e-11,4.085732608988472,2.3262524663581942e-10,5.7149062583909857e-11,2.3665730985808235e-11,2.4148445961031486,2.2203544839651394e-10,6.210086954747466e-11,2.8557304438346133e-11,2.174605438743264
3 (20).edf,565,575,1,8.832694457414384e-11,2.394346118386264e-11,1.5970255954638168e-11,1.499253440387651,6.401611502013832e-11,1.7958305005769894e-11,1.949619557186286e-11,0.9211184274170666,5.347855471041506e-11,1.79862820648417e-11,1.301807007270504e-11,1.3816396719628588,1.364072266009852e-10,4.8044517304676456e-11,1.4297615776731994e-11,3.3603167167818513,8.42487790096404e-11,2.7883711740490868e-11,1.3281993695818065e-11,2.0993619165223865,8.529552398306456e-11,2.716325545992831e-11,1.5212826214351223e-11,1.785549580149906
3 (20).edf,570,580,1,3.6980093279864433e-10,1.0957557679969237e-10,6.305194816733156e-11,1.7378618739724463,3.728307425648462e-10,6.408385608158361e-11,7.572915178808087e-11,0.8462244006233524,3.013356497502204e-10,8.845716354091035e-11,5.515720496888806e-11,1.6037281727891297,4.0745658913930375e-10,7.508442179612042e-11,5.989348004430168e-11,1.2536326448318313,3.97537808103069e-10,1.1069610483722577e-10,5.548046341007083e-11,1.9952267525064,3.6979234447121675e-10,8.95794246111065e-11,6.18624496757346e-11,1.4480419880017106
3 (20).edf,575,585,1,6.88123280608219e-09,6.140364308419005e-10,2.7065426072795957e-10,2.268711488931932,7.036078009201143e-09,6.365674319912704e-10,2.843129983257374e-10,2.2389670389320546,6.246247612201295e-09,6.114373941229602e-10,2.6615062582081204e-10,2.2973359248631455,7.074245613790727e-09,6.639771647104943e-10,3.0135477445531095e-10,2.2033072676900893,6.788641458845942e-09,6.406185265620245e-10,2.832470003777247e-10,2.261695713309324,6.8052891000242595e-09,6.3332738964573e-10,2.811439319415089e-10,2.252680274022388
3 (20).edf,580,590,1,5.1712391594503836e-11,2.5656391295309898e-11,8.609764048467993e-12,2.979918050120683,5.186376410973132e-11,1.5662979294238278e-11,7.56578565761753e-12,2.0702383074344928,4.058724456482194e-11,1.8887937546325178e-11,6.347491304160445e-12,2.975653945984161,3.5276997539557847e-11,1.9618200576907474e-11,1.5014222029880778e-11,1.306641165813588,4.8277178406457276e-11,2.790477588680197e-11,7.140723270626478e-12,3.907836059351142,4.554351524301444e-11,2.154605691991656e-11,8.935597262150645e-12,2.4112609697822025
3 (20).edf,585,595,1,5.630289263315563e-11,1.5328501033996824e-11,6.057779793524594e-12,2.530382674256677,3.03847463212066e-11,8.428564835527308e-12,4.5849016754101355e-12,1.8383305536804873,2.2922372781584946e-11,1.4572470061959785e-11,5.014441997901762e-12,2.906100034272502,2.000385427031888e-11,1.7738566863534245e-11,6.0621372655613335e-12,2.9261242506510143,4.730566725146256e-11,1.8314451403502435e-11,6.304112961968041e-12,2.9051591419746643,3.538390665154572e-11,1.487651083970412e-11,5.604674738873173e-12,2.6543040466778383
3 (20).edf,590,600,1,1.4228350904780996e-10,5.1779572741549654e-11,2.9845002562654866e-11,1.7349495156801085,1.088400094683403e-10,3.050989377476411e-11,2.4793990368946375e-11,1.2305358403694755,5.4039063103061195e-11,2.4307847235687608e-11,1.7948004599268693e-11,1.3543481728703175,1.5261601680381476e-10,5.856989551654257e-11,2.8640305056582342e-11,2.0450164689527837,1.0529797240619519e-10,3.029523090654187e-11,1.9619868344467763e-11,1.5441097959805756,1.1261531416584428e-10,3.9092488035017165e-11,2.4169434186384008e-11,1.6174349690420202
3 (20).edf,595,605,1,1.2284009749518093e-10,2.6348304931592737e-11,1.136587184414139e-11,2.31819479340462,4.1317146758453096e-11,1.696942421742123e-11,9.684535358454269e-12,1.7522187270045435,5.579135233603429e-11,1.610682146060958e-11,7.079309911268187e-12,2.275196546343061,1.2226606146902059e-10,4.209321789150768e-11,1.333250463747247e-11,3.157187567983293,9.018752823253789e-11,2.0386408972328797e-11,7.854026382031855e-12,2.5956634190799326,8.648043725824536e-11,2.4380835494692006e-11,9.863249626673633e-12,2.4718866922680136
3 (20).edf,600,610,1,6.686371400132876e-11,1.595232311099565e-11,7.107703678336197e-12,2.2443708732001952,3.240852770375196e-11,1.0025638303532624e-11,5.6593852224212655e-12,1.7715066053134543,3.232360305138841e-11,1.2211716344561218e-11,6.318138522947299e-12,1.9328028817678833,2.2002538160798027e-11,1.6984026284425323e-11,6.540353445190975e-12,2.596805574309356,7.901231453122663e-11,1.3992748615069024e-11,6.647585381890959e-12,2.104937027689395,4.6522139489698754e-11,1.3833290531716766e-11,6.454633250157339e-12,2.143156705515308
3 (20).edf,605,615,1,1.3586511723846276e-10,5.401522386454515e-11,2.511476987205395e-11,2.1507353696539226,1.114953643990574e-10,3.599441869131134e-11,3.320007743107582e-11,1.0841667091300207,8.13827600864654e-11,4.183406445360124e-11,2.2459058291590124e-11,1.8626811467543212,2.3127581366138028e-10,6.369016443213455e-11,2.3514254027828134e-11,2.7085768639209182,1.5360284635815434e-10,4.8110312436794275e-11,2.199246541689087e-11,2.187581588731026,1.4272438034870403e-10,4.8728836775677307e-11,2.5256125007887775e-11,1.9293869016113412
3 (20).edf,610,620,1,1.2348940521822637e-09,6.270414143036167e-10,1.674648400118146e-10,3.744316802615875,1.6374316405303982e-09,8.944576226533951e-10,1.908903883960838e-10,4.685713252348044,1.4808406762092483e-09,5.972088606851287e-10,1.5437435692344997e-10,3.868575536682354,1.7766320777251347e-09,5.455277197330309e-10,1.605512589051088e-10,3.397841433653636,1.590854146802418e-09,6.38166239912986e-10,1.6379227067295285e-10,3.896192642613916,1.5441305186898925e-09,6.604803714576314e-10,1.67414622981882e-10,3.9451773070570426
3 (21).edf,0,10,1,3.236744481441441e-11,6.436321022522791e-12,1.598764826573987e-12,4.0258084963723295,1.0642840594293785e-11,4.4389820217327554e-12,1.181141921237283e-12,3.758212236750333,6.163866644894092e-12,3.997791109979202e-12,1.1074229694563977e-12,3.6099947538036012,3.1672052870270654e-12,2.790454418709366e-12,1.0849672098684123e-12,2.5719251174860847,2.34939615776687e-11,5.4380158608231336e-12,1.8307134917060712e-12,2.970435234928738,1.5167063783659612e-11,4.6203128867534495e-12,1.3606020837684302e-12,3.3957855436739215
3 (21).edf,5,15,1,1.4307093201180405e-11,6.978224675977143e-12,2.046950070565912e-12,3.4090839714756216,1.1349278890223816e-11,5.458874370592288e-12,1.4865125231843926e-12,3.672269345500259,8.279462229788243e-12,5.964992401663213e-12,1.5122208574765143e-12,3.944524618987973,4.2364170658951044e-12,3.5726195302655716e-12,1.3256964526419879e-12,2.694900120721963,1.2477381605996755e-11,6.682584118561167e-12,2.260556798222181e-12,2.956167314095668,1.0129926598616865e-11,5.731459019411877e-12,1.7263873404181976e-12,3.3199148796025675
3 (21).edf,10,20,1,1.707378511442841e-11,1.028474443069282e-11,2.011133141704938e-12,5.113905299165787,6.87649986120903e-12,3.834071420781442e-12,1.002192066985337e-12,3.825685262421398,8.228903157843487e-12,8.251408304380134e-12,1.2300260800996332e-12,6.70831979734264,4.806214601026241e-12,3.365243351897937e-12,1.1565425910800053e-12,2.909744420873768,1.685122832406671e-11,1.0473105804257951e-11,2.110679958035471e-12,4.961958237385199,1.0767326211714776e-11,7.241714662402057e-12,1.5021147675810767e-12,4.821012893750933
3 (21).edf,15,25,1,3.045793027070291e-11,1.100270475918044e-11,2.642509675665398e-12,4.163733007490275,5.187637694370462e-12,3.691062086939053e-12,1.1308119357781515e-12,3.2640812942950617,6.4839934719821015e-12,5.412756928573535e-12,1.6421221790031714e-12,3.296196225703058,3.8548734623802075e-12,4.738754610886225e-12,1.6288474262160401e-12,2.9092685629216852,2.0096895569398154e-11,9.15610610051012e-12,2.5324350967936727e-12,3.615534357465945,1.321626609376677e-11,6.800276897217875e-12,1.9153452626912867e-12,3.5504183134390512
3 (21).edf,20,30,1,2.220414962685911e-11,1.0908780404029138e-11,1.9384936788579844e-12,5.627452141322316,1.471449424069905e-11,6.366533549810513e-12,1.5601179438840506e-12,4.080802720568977,5.758026502095839e-12,1.207448538777965e-11,1.7986241343972112e-12,6.713178788644621,5.010237829999722e-12,3.8316328622314425e-12,1.1965849754247378e-12,3.2021402081129864,1.8900475630629313e-11,1.1409706086182007e-11,2.4405181846521152e-12,4.6751161937391625,1.3317476766056604e-11,8.918227658006549e-12,1.7868677834432199e-12,4.990983519117176
3 (21).edf,25,35,1,1.003837248805658e-11,3.0673186103439504e-11,1.850318869470681e-12,16.577243311696947,7.03922907166704e-12,1.4320024310796917e-11,1.5191692036470191e-12,9.426220776737251,1.7441157317200028e-11,6.775670598137734e-11,2.8371088999278083e-12,23.882307084899505,6.474799363992906e-12,5.9441352027873775e-12,1.418334020591977e-12,4.190927606958511,1.1748266955516725e-11,3.21176044415807e-11,1.9139016152556705e-12,16.781220197303732,1.0548365039286655e-11,3.016233120799637e-11,1.9077665217786312e-12,15.810284363243625
3 (21).edf,30,40,1,1.0647225955521957e-11,2.464584710895882e-11,2.4380608575158756e-12,10.108790776482222,6.709219738287369e-12,1.5101506439037414e-11,1.5231662594542769e-12,9.914548950452732,1.8590020790283552e-11,6.37710953012264e-11,2.6816961379523502e-12,23.780134668769662,5.668993441110624e-12,6.8709179274557744e-12,1.7689112323952745e-12,3.884263835077748,1.2810099475067598e-11,2.6537168476243628e-11,3.087876808246786e-12,8.593985487170624,1.088511188005422e-11,2.738530705058441e-11,2.2999422591129128e-12,11.90695416029571
3 (21).edf,35,45,1,3.013354297017086e-11,2.489804615918802e-11,2.4493084226381704e-12,10.165337255636482,5.958533720942984e-12,1.1454550701648141e-11,1.433302877591597e-12,7.991716810682342,1.624150741231454e-11,3.580665756298787e-11,2.3769091597526732e-12,15.064377793349786,4.958755350198217e-12,1.0030013153871484e-11,1.4576345905366975e-12,6.881020263232404,2.2430412756108232e-11,2.5877207845475782e-11,2.952752425503149e-12,8.763758052308198,1.5944550441946967e-11,2.1613295084634257e-11,2.1339814952044574e-12,10.128154875383997
3 (21).edf,40,50,1,1.1683482036011678e-11,6.194019368181392e-12,2.0678672747866155e-12,2.9953660197173715,6.228656658159136e-12,3.489024838557955e-12,1.0811016846957722e-12,3.2272864689317227,6.553588374809098e-12,5.8267754164126904e-12,1.45806625075706e-12,3.9962350225082712,4.0791856634077815e-12,2.5997930531076686e-12,1.3321311340016318e-12,1.951604453007615,1.1910636531577718e-11,7.288117457389568e-12,2.051506158879518e-12,3.552569133582401,8.091109852793083e-12,5.079546026729855e-12,1.5981345006241194e-12,3.1784221069917082
