archivo,inicio_s,fin_s,clase,theta_AF3,alpha_AF3,beta_AF3,alpha_beta_AF3,theta_T7,alpha_T7,beta_T7,alpha_beta_T7,theta_Pz,alpha_Pz,beta_Pz,alpha_beta_Pz,theta_T8,alpha_T8,beta_T8,alpha_beta_T8,theta_AF4,alpha_AF4,beta_AF4,alpha_beta_AF4,theta_prom,alpha_prom,beta_prom,alpha_beta_prom
3 (13).edf,410,420,1,3.4832099935470795e-11,1.309293573180227e-11,8.30829005326438e-12,1.575888136772256,4.3341614675353633e-10,8.579131405914552e-11,2.4595074567656916e-11,3.4881501913380273,1.9400770069025596e-11,1.2041535651641282e-11,8.635392507865704e-12,1.3944398752775895,1.579579379642416e-11,1.59742634057306e-11,1.1527927720100767e-11,1.3857012113180536,2.940762104186539e-11,1.3025918962814264e-11,1.0113003438023927e-11,1.288036639425836,1.0657048631926445e-10,2.7985193562226787e-11,1.2635937657382338e-11,2.2147302654565486
3 (13).edf,415,425,1,4.6251063387382105e-11,1.900723996124917e-11,7.812428544668205e-12,2.432948967478385,9.206038345366395e-11,1.601557507818657e-11,1.1375093047972228e-11,1.4079511271375116,3.363479501044612e-11,2.000899583387367e-11,7.215633810473342e-12,2.7730059977310697,3.059310893579662e-11,2.3643716727229744e-11,1.1261374865912653e-11,2.099540865014406,4.2459628293864404e-11,2.2464143501503136e-11,1.1250096327097032e-11,1.9967956583088005,4.899979581623064e-11,2.022793422040846e-11,9.782925319224692e-12,2.0676774645982423
3 (13).edf,420,430,1,2.5334829982811272e-11,1.5131066708430226e-11,6.684205188707784e-12,2.263704701045454,3.5934582083787393e-11,1.5577559920039726e-11,1.0849234378878942e-11,1.4358211258082678,2.5950095073299745e-11,1.1521327784397114e-11,7.129435661949206e-12,1.6160224077605538,2.6500986873504474e-11,1.5712946974641206e-11,9.989272592711981e-12,1.5729820994278532,2.9083425680066196e-11,1.48010672593876e-11,1.0894297399520628e-11,1.3586068671155311,2.8560783938693816e-11,1.4548793729379173e-11,9.109289044353708e-12,1.5971382243488126
3 (13).edf,425,435,1,3.8489291487682734e-11,1.3491970448920129e-11,8.12947521608884e-12,1.6596360884671262,3.197266448783976e-10,6.912872523147456e-11,2.4787998196430102e-11,2.788798219350778,3.723337308636451e-11,1.4414367794635013e-11,6.367858092731887e-12,2.2636132251576413,3.08055361924551e-11,1.98636666225372e-11,8.077504456945482e-12,2.459134096231582,4.511648057547949e-11,1.8154961400584547e-11,8.639170063270902e-12,2.101470542612613,9.427426524407587e-11,2.7010738299630288e-11,1.1200401205093442e-11,2.4115866748904504
3 (13).edf,430,440,1,3.033777087371829e-11,9.616507236136842e-12,7.854941365911187e-12,1.224262128533573,2.441219631603286e-11,7.78230943769553e-12,1.2901432404976007e-11,0.6032128211355771,2.6291098184194396e-11,1.0808684482545225e-11,8.13700701545591e-12,1.3283366306572642,2.970259256619259e-11,1.4953327252236438e-11,1.0481590475745154e-11,1.4266276942262792,3.3696958174284065e-11,1.3011902664876424e-11,9.516955576229093e-12,1.3672337293847214,2.8888123222884442e-11,1.1234546214698092e-11,9.77838536766347e-12,1.148916287534551
3 (13).edf,435,445,1,5.999647075898552e-11,1.31921994485279e-11,7.364043325316865e-12,1.791434252318207,1.914233029413332e-11,7.358805890311464e-12,8.081628092943418e-12,0.9105598285000153,3.2363505162306006e-11,1.1734944615565296e-11,6.216322025000717e-12,1.887763305756983,2.637155036940629e-11,1.576488910380979e-11,9.978034414117448e-12,1.5799593837344152,4.452247652155169e-11,1.5165721449626914e-11,8.972264203847946e-12,1.6902892185366958,3.647926662127657e-11,1.2643312101568273e-11,8.122458412245279e-12,1.556586868146648
3 (13).edf,440,450,1,2.6710158632719803e-11,8.41783358938399e-12,8.450649730393893e-12,0.9961167316056332,1.6273660577846345e-11,7.656844135817568e-12,8.855437091736067e-12,0.8646489220687897,3.884020648527799e-11,1.0965210599194056e-11,7.444130608128155e-12,1.4730008346738674,1.8613075493516394e-10,6.649578681202478e-11,2.005853732809573e-11,3.315086525221607,2.5082986092355656e-11,1.2243837628452758e-11,9.922627444496125e-12,1.2339310023419412,5.860755334467274e-11,2.115590255297463e-11,1.0946276440569995e-11,1.9327031130480934
3 (13).edf,445,455,1,2.3004382270475127e-11,1.3495370285227431e-11,6.899785149018559e-12,1.955911668807114,1.4054443165767927e-11,7.687139396726269e-12,1.2725884079530013e-11,0.6040554313308005,2.6425500779723874e-11,1.0186423508638272e-11,6.413612200679119e-12,1.5882506129010514,2.4874819870577248e-11,1.4204184467101549e-11,9.946074265333498e-12,1.4281196870416968,2.81499131590266e-11,1.289102701859617e-11,1.0112872084464606e-11,1.2747147309812576,2.3301811849114154e-11,1.1692828935257939e-11,9.219645555805159e-12,1.2682514598292272
3 (13).edf,450,460,1,2.5881061464110815e-11,1.426809754481094e-11,6.817215069450269e-12,2.0929510657145074,9.403111134900915e-12,6.593281930719365e-12,1.056491139412376e-11,0.6240735662380066,1.6309416157824454e-11,1.1853207305574683e-11,7.345195639444329e-12,1.613736091918634,2.075293929461711e-11,1.745859572758383e-11,9.414613833042242e-12,1.8544144281637787,2.9541994948695225e-11,1.7105725532056225e-11,9.905915465961888e-12,1.7268192516717806,2.0377704600029706e-11,1.345578160814901e-11,8.809570280404496e-12,1.5274049902387725
3 (13).edf,455,465,1,4.529480836893049e-11,1.8167847648284715e-11,7.2355515588996514e-12,2.510913991890287,1.0340779347429858e-10,5.0666939574630554e-11,1.3520708053791772e-11,3.7473584499460753,2.5398806362459316e-11,1.3718476485984156e-11,6.338225634086345e-12,2.1644033011711605,4.074934169963069e-11,1.4961768353904006e-11,9.906020805933413e-12,1.5103711820332892,4.599473578461022e-11,2.0578152318225117e-11,8.450571469214478e-12,2.435119612110441,5.2169097137985864e-11,2.3618636876205707e-11,9.09021550438513e-12,2.5982482884824956
3 (13).edf,460,470,1,4.3784415656486806e-11,1.3912658910981566e-11,8.275900598692481e-12,1.6811051250639288,2.2259320555155467e-11,1.5592965155162624e-11,1.0655402004618806e-11,1.4633859096450352,2.90497731430041e-11,1.8094515623354978e-11,7.5685488909927e-12,2.390750972737877,4.3650234409193575e-11,1.7443276688545017e-11,1.1452010043468881e-11,1.5231628877668488,4.489824323131752e-11,1.5887522518129267e-11,1.098162850220133e-11,1.4467364758282,3.672839739903149e-11,1.6186187779234688e-11,9.786698007994839e-12,1.653896724514443
3 (13).edf,465,475,1,2.5840023941431847e-11,1.525901684580507e-11,1.0561888698915886e-11,1.4447242610472988,2.2259260014477197e-11,1.7455836194398033e-11,1.0483997075212699e-11,1.6649981938347584,3.668353060730716e-11,1.9986975568263334e-11,9.949357301605069e-12,2.00887102175323,3.701322436251668e-11,1.753782123429622e-11,1.3774277489346984e-11,1.2732298480163449,3.067016655876326e-11,1.8020122661320155e-11,1.2578144062844255e-11,1.4326535434231085,3.0493241096899226e-11,1.7651954500816562e-11,1.146953292558498e-11,1.5390299339426903
3 (13).edf,470,480,1,5.5147343932819625e-11,1.0977336184724956e-11,6.884795489463837e-12,1.5944317012065425,1.1543041819451074e-11,7.288209220100966e-12,8.388876308496292e-12,0.868794454952141,2.660325202876293e-11,1.0315997174719253e-11,6.138978814149938e-12,1.680409313506925,2.945520066293104e-11,2.0037494913100732e-11,9.53106526550963e-12,2.1023352956789685,4.9533903451360465e-11,1.059221948089456e-11,9.632545129185905e-12,1.09962832655732,3.445654837906503e-11,1.1842251394708091e-11,8.115252201361122e-12,1.4592585788919612
3 (13).edf,475,485,1,2.1415306525004084e-11,1.3575611424108112e-11,7.175802261979196e-12,1.8918597431311814,9.013973092322752e-12,6.706953426357653e-12,1.0817332920666144e-11,0.6200191373923833,1.5867358907597276e-11,1.3620034303146633e-11,7.838827860620842e-12,1.7375090441223078,2.0856304220062334e-11,1.4150292673392372e-11,9.657461847728522e-12,1.4652185943370393,2.5877696685765967e-11,1.6367929869419677e-11,9.890471771996048e-12,1.654919021736046,1.860612788615048e-11,1.288416433928489e-11,9.075979332598149e-12,1.419589431303452
3 (13).edf,480,490,1,2.9507945878066443e-11,1.236227250148177e-11,6.039051826861867e-12,2.04705520931184,2.2068808134557707e-11,1.2612177376294966e-11,7.625899207569811e-12,1.653861011403816,2.2280340354274266e-11,1.3558081993847523e-11,6.665771610688377e-12,2.0339853786930715,2.0849005846102067e-11,1.5227746678461855e-11,8.987129221102991e-12,1.6943949846303592,2.7613001026764876e-11,1.795689608465768e-11,1.0435416666126702e-11,1.7207646478502054,2.4463820247953076e-11,1.434343492694876e-11,7.950653706469948e-12,1.8040573085552203
3 (13).edf,485,495,1,3.477528381588287e-11,1.078138263369469e-11,8.185195493299278e-12,1.3171808349013476,1.0216481866448861e-11,6.1839745807727895e-12,8.823008312686992e-12,0.700891845684944,2.2685998771330397e-11,8.457633055923002e-12,6.769422830928469e-12,1.2493876165160427,2.4941190558315418e-11,1.3284262702371865e-11,1.153815460859218e-11,1.1513333936849313,3.868201930562469e-11,1.3308533733302612e-11,1.177880352515609e-11,1.1298714427895384,2.626019486352045e-11,1.0403157341212992e-11,9.418916954132602e-12,1.104496131760515
3 (13).edf,490,500,1,4.898646295086106e-11,1.1851220370049426e-11,8.361531153002038e-12,1.417350501145294,3.593616548004107e-11,1.227799438744118e-11,1.215564847130983e-11,1.0100649435873466,1.722689907876107e-11,9.496912716104122e-12,6.872114738079673e-12,1.3819490910825387,2.999589836334868e-11,1.0656612428299157e-11,1.2353216741484848e-11,0.8626589050697931,3.663429699086178e-11,1.2359429996652472e-11,9.678886341390361e-12,1.276947528952701,3.3755944572774726e-11,1.132843397970927e-11,9.88427948905335e-12,1.146106197447704
3 (13).edf,495,505,1,4.566218287437424e-11,1.6258470751546264e-11,7.340922841858376e-12,2.2147720527505754,3.0151860628160985e-11,1.4060823042601228e-11,7.868937980288393e-12,1.7868768412997333,2.6261380879765105e-11,1.671292200706451e-11,6.563951351288435e-12,2.546167866369689,3.0396932304205124e-11,1.8489111178242022e-11,1.0945587556147675e-11,1.6891839824402546,4.5035341646882044e-11,1.7865510901913587e-11,9.110559235645314e-12,1.9609675366594714,3.55015396666775e-11,1.6677367576273526e-11,8.365991793045638e-12,1.9934716634717295
3 (13).edf,500,510,1,5.204339137364009e-11,1.3706824067150859e-11,8.425425610526102e-12,1.6268405539094155,1.4191362046771659e-10,5.3502061587443596e-11,1.7510602993081256e-11,3.055409434420002,1.647245378241516e-11,1.434800008124234e-11,6.0377835074961855e-12,2.376368755757579,2.9436222741851026e-11,2.3546161941849187e-11,1.0875113975917763e-11,2.165141624629465,4.593235111115771e-11,1.9038932281185713e-11,9.428711771243423e-12,2.0192506402892123,5.715960789535611e-11,2.4828395991774336e-11,1.0455527571652946e-11,2.374666971285997
3 (13).edf,505,515,1,2.803723547955489e-11,9.675339910681571e-12,7.631799559154397e-12,1.2677665124309945,3.232370442444541e-11,1.7762361391478523e-11,9.253127829488405e-12,1.9196061827733966,2.1481247397721724e-11,1.1765761780779665e-11,5.6957313780288955e-12,2.065715708814099,3.250238306752714e-11,1.4929219902314454e-11,1.0254490297347257e-11,1.4558714738046519,3.164655051926192e-11,1.0362671372501873e-11,1.0470547177077277e-11,0.9896972142189883,2.919822417770222e-11,1.2899070871551217e-11,8.661139248219247e-12,1.4893041783392755
3 (13).edf,510,520,1,2.617465685645219e-11,1.1085264507514797e-11,7.3704547226243e-12,1.5040136497260532,9.472186198876958e-12,4.618804164766477e-12,1.0125639454524004e-11,0.4561493805413796,1.440225435126232e-11,5.800183448604654e-12,5.925506093611266e-12,0.978850305268991,1.891816634738024e-11,1.2137494032041304e-11,9.489171561308179e-12,1.2790889018733294,2.6901155783779754e-11,1.3520381856379687e-11,9.746113548565196e-12,1.3872588072165577,1.9173683907550292e-11,9.432425601861384e-12,8.531377076126589e-12,1.1056158364229622
3 (13).edf,515,525,1,1.0001000648180053e-10,2.6837731946294763e-11,9.614005754904257e-12,2.791524431177338,8.704905469082451e-11,2.784821358303979e-11,1.53190162807376e-11,1.817885239671468,8.466609894893243e-11,2.454041079813465e-11,8.823282577019504e-12,2.7813243635708624,1.1740284866224064e-10,3.535731092879917e-11,1.1185057913825696e-11,3.161120058671711,1.074761765366472e-10,2.6424491509207408e-11,1.334092401636184e-11,1.980709242987919,9.932083706408906e-11,2.8201631753095155e-11,1.165645730856978e-11,2.419399909126886
3 (13).edf,520,530,1,7.437027429480058e-11,2.4430026883725683e-11,8.256783644175142e-12,2.9587824916497807,5.997010263580084e-11,1.7600283158536497e-11,1.0148341748125435e-11,1.7343013859173158,7.714786677405144e-11,2.02382753949765e-11,7.325332920327882e-12,2.762778922827528,8.566296385869629e-11,2.5315958818886342e-11,1.0965690917154431e-11,2.3086515031426558,7.655690061966386e-11,2.2143438412146703e-11,1.17858776735575e-11,1.878811152251068,7.47416216366026e-11,2.1945596533654344e-11,9.696405380668077e-12,2.2632713538779776
3 (13).edf,525,535,1,1.776741711445288e-11,1.36375988005669e-11,7.155392582336449e-12,1.9059190175298277,1.1647463122081427e-11,9.822601143510843e-12,9.33589396178857e-12,1.0521328952229263,1.053694361106231e-10,2.723693323568827e-11,1.0871016174757038e-11,2.5054634081893457,4.495012867380054e-11,2.4851886069530227e-11,9.97327501900211e-12,2.4918480661748377,1.910163694960044e-11,1.4107257904557746e-11,1.0586333723227003e-11,1.332591459270327,3.9767216394111674e-11,1.7931255430770796e-11,9.584382292222234e-12,1.8708827427847994
3 (13).edf,530,540,1,4.055738554495329e-11,3.026996911338648e-11,9.93364495387738e-12,3.0472167320185184,1.5116597290977922e-09,4.975764198680117e-10,1.0478092855960461e-10,4.748730772937992,8.020446265680521e-11,3.7726106251183135e-11,7.560777454796718e-12,4.989712562859378,3.4192726387997004e-10,7.17469367062668e-11,2.1411350192049807e-11,3.35088334284061,5.929565442428188e-11,4.923220478164102e-11,1.1883331558193538e-11,4.142963153097877,4.067288991207606e-10,1.373103273440978e-10,3.111400654370441e-11,4.413135516675563
3 (13).edf,535,545,1,2.523231794608737e-10,5.990747828882556e-11,2.1638381290543582e-11,2.768574852454715,2.4045913544591837e-10,5.94513891752839e-11,1.9127459230177626e-11,3.1081696978073654,1.871696924795644e-10,6.638126807546067e-11,1.682117133837769e-11,3.9462928437100606,2.0653176507217897e-10,6.130324994260068e-11,2.0263272137375818e-11,3.0253381352721505,2.2998033407888234e-10,7.260141663567164e-11,1.9414568022096225e-11,3.7395329400603754,2.2329282130748356e-10,6.392896042356848e-11,1.945297040371419e-11,3.286334122595612
3 (13).edf,540,550,1,2.390456974865416e-11,1.3767804990669929e-11,8.095980177497459e-12,1.7005729619913277,1.9159797588757734e-11,1.7997451681141266e-11,8.286459449443267e-12,2.1719109097131275,2.99278340432793e-11,1.4792331451992764e-11,6.380149866250637e-12,2.318492788114652,2.4946491156525102e-11,1.685274190718295e-11,1.1203652574614582e-11,1.5042185389939855,2.5166068277488632e-11,1.726598972867471e-11,1.1271976588037528e-11,1.531762383803953,2.4620952162940985e-11,1.6135263951932323e-11,9.047643731168696e-12,1.7833664135499852
3 (13).edf,545,555,1,1.7323977215657055e-11,7.568112135464104e-12,7.32178396983003e-12,1.0336431895080609,1.4829198909822978e-11,7.309759990187167e-12,1.2844899879038108e-11,0.5690787829429589,2.274249270536077e-11,7.78482841186546e-12,7.04305991191558e-12,1.10531906717064,2.3163115311773755e-11,1.0956959674778823e-11,1.2376425864457542e-11,0.8853088763085373,2.5550773152535755e-11,8.95122898361605e-12,1.0183400624496434e-11,0.8790019477465747,2.0721911459030063e-11,8.51417783918232e-12,9.953914049947538e-12,0.8553597907776985
3 (13).edf,550,560,1,2.2572884069896264e-11,1.0035593377283821e-11,8.260629292610995e-12,1.2148703230467568,1.50560731424861e-11,7.268360918625937e-12,1.0555838561674277e-11,0.6885630995736914,3.0673709988701913e-11,1.3801359979349691e-11,6.455665427558491e-12,2.1378679137294316,2.078143299648174e-11,1.045349122947954e-11,9.60581727283234e-12,1.0882458964782344,3.3232314874442924e-11,1.1238764300969308e-11,1.0115737446156592e-11,1.1110177938870291,2.446328301440179e-11,1.055951396114166e-11,8.998737600166537e-12,1.173443924061775
3 (13).edf,555,565,1,3.1065647838938115e-10,1.3227200708762996e-10,1.998284852147068e-11,6.619276873640392,3.0646851765195746e-10,1.6439585328038853e-10,2.667841576198681e-11,6.162129518748663,5.251323041889189e-10,3.6145382401552506e-10,2.734834290234816e-11,13.216662717231406,2.7916984627276633e-10,1.3147255342827106e-10,2.3578804894127033e-11,5.575878591752461,2.8549590640967795e-10,1.5005422432984258e-10,2.328090514772674e-11,6.445377590677337,3.4138461058254037e-10,1.8792969242833149e-10,2.4173863445531885e-11,7.774085960722467
3 (13).edf,560,570,1,7.822613641425134e-11,2.2711778170942054e-11,8.012218605450104e-12,2.834642848547961,4.4451401735059194e-11,1.988246491337271e-11,1.1222722574444694e-11,1.7716258048334146,4.9311155106980235e-11,2.2413515481326802e-11,7.744920967150247e-12,2.8939630987059486,6.143895276210475e-11,2.202331181141153e-11,9.960642650236518e-12,2.211033221926557,7.002106393408617e-11,2.546836506402244e-11,1.0610570054677612e-11,2.4002824478591376,6.068974199049635e-11,2.2499887088215102e-11,9.510214970391835e-12,2.3658652468176617
3 (13).edf,565,575,1,5.952172680724426e-11,2.0297428447336624e-11,8.482000706893535e-12,2.393000089099308,1.268497335994951e-10,3.966555470188349e-11,1.1967042440529501e-11,3.314566226283762,6.297598454114583e-11,2.2231309531660597e-11,1.3305777685958818e-11,1.6708012155592094,3.460790352768013e-11,1.8566588848710445e-11,1.035062159979365e-11,1.793765588830007,4.5754716145820755e-11,1.7892712798319978e-11,1.066874861119531e-11,1.677114481781318,6.594201292427722e-11,2.3730718865582226e-11,1.0954838208874164e-11,2.166231797595945
3 (13).edf,570,580,1,2.613508698411296e-11,6.7557600597334556e-12,6.969963592708472e-12,0.9692676252715147,1.9690256864316585e-10,4.831180079344593e-11,1.6773666984260984e-11,2.880216999584987,4.248337682822576e-11,1.458165467044535e-11,6.666993402054007e-12,2.187141008112134,2.0030189827587757e-11,9.070366738992925e-12,9.259285078994583e-12,0.9795968761745726,2.6391325082719817e-11,9.456972831221516e-12,8.920428991838576e-12,1.0601477619376638,6.238850947316242e-11,1.7635311018767834e-11,9.718067609971324e-12,1.8146931804295066
3 (13).edf,575,585,1,2.0115712138395162e-11,8.904018106002938e-12,7.194235041219333e-12,1.2376601619195664,2.22407750279868e-11,7.838211923548529e-12,1.0498691228327622e-11,0.7465894322522245,2.5937017742002707e-11,9.124246704785567e-12,5.110459343986943e-12,1.7854063775150304,1.5891664181536547e-11,1.0312237176131524e-11,8.507538722142125e-12,1.212129325875697,2.1477478106475533e-11,9.170378532770674e-12,8.362437676202444e-12,1.0966154712121134,2.1132529439279352e-11,9.069818488647845e-12,7.934672402375695e-12,1.1430614937463934
3 (13).edf,580,590,1,2.3848677923277696e-11,9.095816175579298e-12,5.847298990137505e-12,1.5555585905425715,2.8627658943797082e-11,7.150263412365192e-12,8.772001317269009e-12,0.8151233856165547,4.825070965079001e-11,1.3643777429821663e-11,6.051851913010598e-12,2.2544797238824588,2.0487585462740716e-11,1.0265537131403304e-11,8.983066013836885e-12,1.1427654116746988,2.6775383061393488e-11,1.1032715381648649e-11,9.212858250635118e-12,1.1975344764354834,2.95980030083998e-11,1.023762190616362e-11,7.773415296977823e-12,1.3170043687417345
3 (13).edf,585,595,1,4.23069011155717e-11,1.6243478856440076e-11,5.2409325007571706e-12,3.0993489906793,1.43752045811319e-11,6.9962297605066646e-12,7.399916621294486e-12,0.9454471068462926,2.360324627415753e-11,7.918439765634999e-12,5.5449260968705694e-12,1.4280514523185417,1.48372006893342e-11,1.1247849838791308e-11,6.670034931092534e-12,1.686325477301352,4.7706098577054804e-11,1.562777457709707e-11,8.331931192454754e-12,1.8756485400706737,2.856573024745003e-11,1.1606754559694023e-11,6.637548268493902e-12,1.7486508708022794
3 (13).edf,590,600,1,2.8221314668068712e-11,1.0605573909488387e-11,6.309822953120571e-12,1.6808037227484045,1.1183903514089968e-11,6.793421100688935e-12,7.667157707702536e-12,0.8860416545057065,1.677524520961633e-11,9.659461747073039e-12,4.717830164323786e-12,2.0474373622259345,1.6902583915283987e-11,1.0959710086262932e-11,8.159008198374156e-12,1.3432649924836295,3.348150083850373e-11,1.2535768190136554e-11,7.498052344172616e-12,1.6718699223111162,2.1312909629112545e-11,1.0110787006729969e-11,6.870374273538733e-12,1.4716501029167648
3 (13).edf,595,605,1,1.155546941519743e-10,3.5657538523437045e-11,8.543289441217673e-12,4.173748152720293,7.280952839733092e-11,1.7380377146526454e-11,1.0112463871774877e-11,1.718708453934477,7.627022007879462e-11,2.945982927301406e-11,6.899172294223654e-12,4.270052698593912,9.713683806700094e-11,2.7994852640263664e-11,1.0387441637639158e-11,2.69506714134726,1.028620260164183e-10,3.150566439755525e-11,8.573861577874254e-12,3.6746178033546646,9.292666134230382e-11,2.8399652396159297e-11,8.903245764545922e-12,3.189808879504487
3 (13).edf,600,610,1,2.3202174333951518e-11,1.0255446428975541e-11,7.042040374965729e-12,1.4563174709184268,1.5463014031834097e-11,6.9072507251873674e-12,8.838122659590394e-12,0.7815291766393618,1.3448049165470246e-11,8.166246522687867e-12,6.07174533039896e-12,1.3449586697588454,2.44478029240526e-11,1.3097426096142035e-11,9.594485104421045e-12,1.365099424679587,2.240883814691265e-11,1.301594942122678e-11,9.23778537716432e-12,1.4089902384398354,1.9793975720444222e-11,1.0288463838843916e-11,8.15683576930809e-12,1.261330267008262
3 (13).edf,605,615,1,5.0683329940385826e-11,9.351995987618365e-12,5.385567694208613e-12,1.7364921431913416,9.168120562927645e-12,6.217023712491492e-12,6.66802694571616e-12,0.9323633157309881,1.5304065884697746e-11,7.721951257416901e-12,4.182566496054959e-12,1.8462231896851675,1.715542248170354e-11,1.022546796416147e-11,6.39982106059248e-12,1.5977740420159217,3.119649907571553e-11,7.626007493669284e-12,5.609542124959679e-12,1.3594705813398449,2.4701487589086055e-11,8.228489283071504e-12,5.649104864306378e-12,1.4566005554371726
3 (13).edf,610,620,1,3.2926433357045195e-11,1.2810720260454464e-11,6.045822453471054e-12,2.118937557139065,2.1065866198861415e-11,8.27194064598452e-12,7.462473524332289e-12,1.1084716909229715,2.220674262645471e-11,1.3607078569960164e-11,4.833869018514321e-12,2.8149456507496082,1.6219404604861837e-11,1.4786525298057113e-11,7.84741850537953e-12,1.8842534379835503,3.005726845320762e-11,1.3774754327654308e-11,7.575160180558389e-12,1.8184109641677475,2.4495143048086158e-11,1.2650203820422113e-11,6.752948736451116e-12,1.8732859250269072
3 (13).edf,615,625,1,6.030970375444853e-11,2.5953964994947186e-11,1.0292688741242709e-11,2.521592330966921,1.0321869958221264e-10,2.898879327345495e-11,1.4887715756263532e-11,1.94716192517706,9.677617385624066e-11,3.972003294398923e-11,1.3673164553461146e-11,2.9049626945310716,4.317498382866674e-10,9.184762884028499e-11,1.8016684550394404e-11,5.0979206847618554,1.0195696370610735e-10,3.5658005122308006e-11,1.1960829854779085e-11,2.981231700078105,1.5880227583713533e-10,4.443368503499687e-11,1.3766216691228174e-11,3.2277339541887344
3 (13).edf,620,630,1,8.871409456425962e-11,1.6812766864426153e-11,8.732874828236488e-12,1.925227052386518,2.133101918277052e-11,1.1528719852227524e-11,7.881646738094225e-12,1.462729837472411,3.437763833147345e-11,1.5702277519014143e-11,7.702461825309406e-12,2.0386050427953126,3.1253778844729235e-11,1.57043216601983e-11,1.169036829758038e-11,1.3433555950028289,6.25791905312057e-11,1.3856153575885114e-11,1.0724914369356254e-11,1.2919593666384497,4.7651144290887704e-11,1.472084789435025e-11,9.346453211715349e-12,1.5750196958027185
3 (13).edf,625,635,1,2.1623364436363466e-11,1.3273930914842043e-11,6.8835706246303854e-12,1.9283496369378486,1.4099687947979551e-11,7.565698286690857e-12,9.612773464190614e-12,0.7870463519060866,2.3772426089982494e-11,1.0341466646751814e-11,5.366536648946378e-12,1.9270280486730997,2.5906046216450793e-11,1.6937040379786057e-11,7.81682946573004e-12,2.1667404225767193,2.5291003847814977e-11,1.2777784324688422e-11,8.052306910411943e-12,1.5868476533310292,2.2138505707718255e-11,1.2179184110551838e-11,7.546403422781873e-12,1.6139057811015036
3 (13).edf,630,640,1,4.2776169069023044e-11,1.143427277293543e-11,7.346798550564175e-12,1.5563612768526733,1.0757294156493779e-11,8.283009813266911e-12,7.541274424812101e-12,1.09835676925035,1.836964505826919e-11,8.796728308625122e-12,4.944037176019076e-12,1.7792601462006445,2.266564336530712e-11,1.0743091140591188e-11,8.951243084512745e-12,1.2001786834700827,3.46239401249228e-11,1.2874217894391987e-11,7.221265681526005e-12,1.7828201401490873,2.5838538354803188e-11,1.0426263985962128e-11,7.200923783486821e-12,1.447906449151936
3 (13).edf,635,645,1,3.149381439855616e-11,1.6996958844165142e-11,9.0495400794842e-12,1.8782124500114843,1.3984352663196499e-11,7.887886715361118e-12,1.0291895355875641e-11,0.766417306298973,2.054150641656883e-11,1.4369077653301469e-11,7.888484210838981e-12,1.8215258177937386,2.0538727857562817e-11,1.6180824076105072e-11,8.542301767064113e-12,1.894199539811648,2.948130852096032e-11,1.7687423440014056e-11,1.1246440503844324e-11,1.5727130227531136,2.3207941971368924e-11,1.4624434145789372e-11,9.403732383421453e-12,1.5551733662233824
3 (13).edf,640,650,1,3.1659854479973454e-11,1.2455347187177299e-11,8.820719764036632e-12,1.4120556508279036,1.3800229923677551e-11,9.538393218160427e-12,9.102564467218375e-12,1.047879776354414,1.8746198597005968e-11,1.2216050165741354e-11,6.548048031148923e-12,1.8656017957763698,2.200726584810635e-11,1.412496995915974e-11,1.0412905048116191e-11,1.3564869643860915,2.8670172735453393e-11,9.69291091738494e-12,9.314940900305786e-12,1.0405767488086528,2.297674431684334e-11,1.1605534289524753e-11,8.83983564216518e-12,1.3128676549332492
3 (13).edf,645,655,1,4.149678702612074e-11,1.7063593005411936e-11,7.694469349631919e-12,2.217643898500708,3.7868701843873756e-10,5.6505422643109734e-11,1.3511920263722841e-11,4.181894322956966,1.121808941572609e-11,1.5605198609255297e-11,9.23054370171235e-12,1.6906044880498632,1.5700124791693923e-11,1.8365226325987634e-11,1.2630799984821472e-11,1.4540034160985262,3.3786889263300734e-11,1.632602723698624e-11,1.0192182610538757e-11,1.6018185565185092,9.617778178711583e-11,2.4773093564150168e-11,1.0651983182085468e-11,2.325678997110474
3 (13).edf,650,660,1,6.859758275981726e-11,3.3720575408657586e-11,1.0063099236136483e-11,3.350913532440121,7.664964556980212e-11,2.8245423560633887e-11,1.0930148573411311e-11,2.5841756286226274,4.045176412700767e-11,1.9554096890421183e-11,9.831626106279386e-12,1.9888975311959969,9.08503882295873e-11,3.087293260736984e-11,1.421716606487819e-11,2.1715250751440354,1.003367421877214e-10,4.534810872636001e-11,1.3149058621029751e-11,3.448772268292514,7.537722457478716e-11,3.1548227438688505e-11,1.1638219720347024e-11,2.7107434123737106
3 (13).edf,655,665,1,3.714555999719859e-11,1.7619534154583618e-11,6.991607195806604e-12,2.520097834608241,2.3041478034510575e-11,1.192596445105347e-11,1.015991130251016e-11,1.1738256463033276,2.1613584681604868e-11,1.0214071070061572e-11,7.10880361896206e-12,1.4368199794992937,5.6033452504753625e-11,2.6102446853985322e-11,1.134142430508524e-11,2.3015140031646264,3.2697852865011416e-11,1.4722739922846525e-11,1.1406919403580656e-11,1.29068501336347,3.410638561661581e-11,1.6116951290506102e-11,9.401733165188946e-12,1.7142532134586699
